post_id,time_of_day,day_of_week,full_datelikes_count
368196,day,friday,2019-04-19 12:27:23,628
368129,morning,friday,2019-04-19 10:19:00,309
367779,day,thursday,2019-04-18 17:46:01,208
367737,day,thursday,2019-04-18 17:18:20,371
367484,day,thursday,2019-04-18 13:45:03,1142
367340,morning,thursday,2019-04-18 10:52:25,235
367318,morning,thursday,2019-04-18 10:32:51,203
366966,evening,wednesday,2019-04-17 20:36:43,514
366891,evening,wednesday,2019-04-17 19:48:42,521
366807,evening,wednesday,2019-04-17 18:29:13,483
366718,day,wednesday,2019-04-17 15:41:00,191
366584,day,wednesday,2019-04-17 13:03:41,979
366563,morning,wednesday,2019-04-17 11:35:00,203
366272,evening,tuesday,2019-04-16 19:13:58,626
366166,day,tuesday,2019-04-16 17:11:42,238
366114,day,tuesday,2019-04-16 15:35:00,238
365849,evening,monday,2019-04-15 18:57:35,249
365809,evening,monday,2019-04-15 18:10:05,399
365661,day,monday,2019-04-15 12:37:52,593
365653,morning,monday,2019-04-15 11:56:00,164
365405,day,sunday,2019-04-14 13:37:33,409
365241,day,saturday,2019-04-13 16:12:01,330
364930,day,friday,2019-04-12 16:04:54,927
364757,day,friday,2019-04-12 12:17:53,551
364453,day,thursday,2019-04-11 16:53:28,774
364385,day,thursday,2019-04-11 16:11:58,432
364323,day,thursday,2019-04-11 13:52:07,298
364077,evening,wednesday,2019-04-10 19:29:41,1039
364067,evening,wednesday,2019-04-10 18:43:32,307
363864,day,wednesday,2019-04-10 12:33:40,200
363808,morning,wednesday,2019-04-10 11:02:28,335
363350,day,tuesday,2019-04-09 14:46:00,305
363204,day,tuesday,2019-04-09 12:06:01,686
362955,evening,monday,2019-04-08 20:34:27,490
362760,day,monday,2019-04-08 16:43:01,818
362708,day,monday,2019-04-08 16:09:48,238
362661,day,monday,2019-04-08 15:28:46,345
362506,morning,monday,2019-04-08 11:07:05,248
362173,evening,sunday,2019-04-07 18:18:35,1082
362037,day,sunday,2019-04-07 15:27:17,700
361956,day,sunday,2019-04-07 12:38:00,456
361467,evening,saturday,2019-04-06 18:13:08,668
361407,day,saturday,2019-04-06 16:18:23,717
361368,day,saturday,2019-04-06 14:45:21,258
361346,day,saturday,2019-04-06 13:39:00,362
360980,evening,friday,2019-04-05 19:56:31,582
360892,day,friday,2019-04-05 17:24:00,165
360825,day,friday,2019-04-05 16:27:16,392
360408,evening,thursday,2019-04-04 18:49:01,549
360390,evening,thursday,2019-04-04 18:07:31,308
360272,day,thursday,2019-04-04 12:56:22,396
360244,day,thursday,2019-04-04 12:14:45,470
360108,evening,wednesday,2019-04-03 20:39:00,226
360040,evening,wednesday,2019-04-03 18:13:02,467
359922,day,wednesday,2019-04-03 14:16:00,412
359845,day,wednesday,2019-04-03 12:13:03,241
359384,evening,monday,2019-04-01 19:51:00,988
359303,day,monday,2019-04-01 16:57:56,552
359171,day,monday,2019-04-01 12:26:00,294
358933,day,sunday,2019-03-31 15:22:00,273
358904,day,sunday,2019-03-31 13:36:00,270
358862,day,sunday,2019-03-31 12:21:33,596
358353,evening,friday,2019-03-29 18:16:05,943
358244,day,friday,2019-03-29 17:01:15,528
357746,day,thursday,2019-03-28 17:28:52,1090
357701,day,thursday,2019-03-28 16:10:15,195
357688,day,thursday,2019-03-28 15:46:18,413
357394,evening,wednesday,2019-03-27 20:16:00,817
357342,evening,wednesday,2019-03-27 19:14:10,353
357309,day,wednesday,2019-03-27 17:47:42,516
357076,day,tuesday,2019-03-26 17:44:42,412
356939,day,tuesday,2019-03-26 15:23:32,431
356553,day,sunday,2019-03-24 17:08:13,430
356486,day,sunday,2019-03-24 14:48:02,801
356366,day,sunday,2019-03-24 12:33:00,401
356321,morning,sunday,2019-03-24 10:58:00,304
356007,day,saturday,2019-03-23 15:50:49,514
355571,day,friday,2019-03-22 13:51:11,1530
355261,evening,thursday,2019-03-21 18:27:18,490
355159,day,thursday,2019-03-21 16:30:39,261
354677,evening,wednesday,2019-03-20 20:59:40,1053
354598,evening,wednesday,2019-03-20 19:07:32,728
354540,day,wednesday,2019-03-20 17:26:48,410
354442,day,wednesday,2019-03-20 15:36:24,436
354263,day,wednesday,2019-03-20 12:15:02,276
354037,evening,tuesday,2019-03-19 20:03:45,267
353859,day,tuesday,2019-03-19 13:44:00,283
353844,day,tuesday,2019-03-19 13:33:55,537
353488,day,monday,2019-03-18 15:56:00,341
352995,day,sunday,2019-03-17 17:22:44,740
352913,day,sunday,2019-03-17 15:21:22,629
352862,day,sunday,2019-03-17 14:01:55,262
352836,day,sunday,2019-03-17 13:01:37,425
352476,day,saturday,2019-03-16 17:56:00,410
352326,day,saturday,2019-03-16 15:49:18,346
352292,day,saturday,2019-03-16 14:49:42,618
352195,day,saturday,2019-03-16 12:21:49,276
352187,day,saturday,2019-03-16 12:03:40,199
351922,day,friday,2019-03-15 17:54:00,200
351836,day,friday,2019-03-15 15:19:00,280
351550,evening,thursday,2019-03-14 23:40:35,712
351280,evening,thursday,2019-03-14 19:34:02,699
351078,day,thursday,2019-03-14 14:47:09,578
351024,day,thursday,2019-03-14 13:27:08,995
350779,evening,wednesday,2019-03-13 22:39:00,243
350694,evening,wednesday,2019-03-13 19:42:09,555
350585,day,wednesday,2019-03-13 17:26:56,553
350562,day,wednesday,2019-03-13 17:10:09,680
349989,day,tuesday,2019-03-12 17:41:10,537
349884,day,tuesday,2019-03-12 15:55:00,220
349710,day,tuesday,2019-03-12 14:16:19,192
349581,day,tuesday,2019-03-12 12:48:00,441
349526,morning,tuesday,2019-03-12 11:14:14,447
349377,evening,monday,2019-03-11 21:08:22,523
349227,day,monday,2019-03-11 16:52:00,189
349210,day,monday,2019-03-11 16:24:26,323
349135,day,monday,2019-03-11 14:51:04,330
348884,day,sunday,2019-03-10 16:46:29,634
348842,day,sunday,2019-03-10 14:51:00,475
348626,evening,saturday,2019-03-09 18:58:08,842
348525,day,saturday,2019-03-09 15:31:00,904
348473,day,saturday,2019-03-09 12:29:00,888
348241,day,friday,2019-03-08 15:49:00,1202
348141,day,friday,2019-03-08 12:06:03,1735
347933,evening,thursday,2019-03-07 20:59:57,573
347694,day,thursday,2019-03-07 13:59:46,273
347669,day,thursday,2019-03-07 13:30:09,776
347653,day,thursday,2019-03-07 12:48:10,212
347020,day,tuesday,2019-03-05 16:59:20,245
346964,day,tuesday,2019-03-05 16:03:25,668
346829,day,tuesday,2019-03-05 14:04:08,436
346765,day,tuesday,2019-03-05 13:11:02,281
346736,day,tuesday,2019-03-05 12:36:00,412
346703,morning,tuesday,2019-03-05 11:14:05,214
346452,evening,monday,2019-03-04 22:31:35,695
345797,day,sunday,2019-03-03 16:20:28,460
345740,day,sunday,2019-03-03 14:41:02,336
345713,day,sunday,2019-03-03 13:41:39,375
345324,evening,saturday,2019-03-02 19:41:42,1584
345259,evening,saturday,2019-03-02 18:26:03,349
345177,day,saturday,2019-03-02 16:09:48,710
345136,day,saturday,2019-03-02 14:26:19,349
344830,evening,friday,2019-03-01 20:56:55,729
344794,evening,friday,2019-03-01 20:32:03,328
344760,evening,friday,2019-03-01 19:46:09,441
344462,day,friday,2019-03-01 13:19:26,739
344164,evening,thursday,2019-02-28 19:00:55,567
344131,evening,thursday,2019-02-28 18:09:39,425
344000,day,thursday,2019-02-28 13:31:48,455
343983,day,thursday,2019-02-28 12:52:59,466
343793,evening,wednesday,2019-02-27 21:27:47,1679
343741,evening,wednesday,2019-02-27 19:48:52,401
343707,evening,wednesday,2019-02-27 18:06:03,186
343627,day,wednesday,2019-02-27 15:45:12,291
343298,evening,tuesday,2019-02-26 19:16:39,786
343254,evening,tuesday,2019-02-26 18:20:27,563
343209,day,tuesday,2019-02-26 16:41:28,604
343084,day,tuesday,2019-02-26 13:11:02,460
343049,day,tuesday,2019-02-26 12:29:36,245
342769,evening,monday,2019-02-25 19:04:04,863
342760,evening,monday,2019-02-25 18:55:00,749
342731,evening,monday,2019-02-25 18:38:05,429
342575,day,monday,2019-02-25 15:22:13,433
342500,day,monday,2019-02-25 12:16:13,635
342226,evening,saturday,2019-02-23 19:51:12,973
342010,evening,friday,2019-02-22 19:09:04,187
341954,evening,friday,2019-02-22 18:02:02,573
341928,day,friday,2019-02-22 17:08:14,190
341909,day,friday,2019-02-22 16:24:18,304
341858,day,friday,2019-02-22 14:48:00,646
341570,evening,thursday,2019-02-21 20:08:56,436
341510,evening,thursday,2019-02-21 18:41:13,350
341174,evening,wednesday,2019-02-20 18:49:00,455
341147,day,wednesday,2019-02-20 17:38:00,388
341076,day,wednesday,2019-02-20 15:16:00,201
341029,day,wednesday,2019-02-20 13:59:45,404
340655,day,tuesday,2019-02-19 12:04:09,416
340383,day,monday,2019-02-18 15:42:00,1167
340343,day,monday,2019-02-18 14:40:00,740
340318,day,monday,2019-02-18 13:13:59,434
339667,day,friday,2019-02-15 14:36:00,441
339592,day,friday,2019-02-15 13:09:01,543
339581,day,friday,2019-02-15 12:47:03,259
339430,evening,thursday,2019-02-14 19:52:35,390
339026,morning,thursday,2019-02-14 11:49:49,3583
338735,evening,wednesday,2019-02-13 19:09:10,527
338654,day,wednesday,2019-02-13 17:17:00,513
338603,day,wednesday,2019-02-13 16:04:31,271
338534,day,wednesday,2019-02-13 14:51:00,159
338506,day,wednesday,2019-02-13 14:15:01,521
338421,day,wednesday,2019-02-13 12:28:00,492
338305,evening,tuesday,2019-02-12 22:16:00,248
338223,evening,tuesday,2019-02-12 18:03:39,916
337877,morning,monday,2019-02-11 10:21:00,392
337667,day,sunday,2019-02-10 17:22:00,1644
337616,day,sunday,2019-02-10 15:32:01,599
337577,day,sunday,2019-02-10 13:51:34,695
337415,evening,saturday,2019-02-09 21:09:51,1541
337385,evening,saturday,2019-02-09 19:58:51,594
337336,evening,saturday,2019-02-09 19:04:18,299
337312,evening,saturday,2019-02-09 18:07:01,515
337104,day,friday,2019-02-08 14:09:03,545
336953,evening,thursday,2019-02-07 18:35:53,235
336925,day,thursday,2019-02-07 17:41:38,407
336834,day,thursday,2019-02-07 14:36:55,1088
336817,day,thursday,2019-02-07 14:05:34,274
336604,evening,wednesday,2019-02-06 18:19:19,196
336471,day,wednesday,2019-02-06 15:31:00,296
336422,day,wednesday,2019-02-06 13:24:00,315
335841,day,monday,2019-02-04 17:19:19,883
335758,day,monday,2019-02-04 12:29:00,434
335586,day,sunday,2019-02-03 16:12:14,329
335524,day,sunday,2019-02-03 14:37:00,652
335263,evening,saturday,2019-02-02 20:26:21,2382
335240,evening,saturday,2019-02-02 19:49:37,340
335213,evening,saturday,2019-02-02 18:56:04,412
334985,evening,friday,2019-02-01 20:06:04,609
334819,morning,friday,2019-02-01 11:54:19,375
334665,evening,thursday,2019-01-31 21:15:23,176
334645,evening,thursday,2019-01-31 20:35:35,753
334538,day,thursday,2019-01-31 15:46:02,384
334368,morning,thursday,2019-01-31 11:10:43,403
334167,evening,wednesday,2019-01-30 18:59:52,846
334085,day,wednesday,2019-01-30 16:16:02,659
333931,day,wednesday,2019-01-30 12:29:00,358
333571,evening,tuesday,2019-01-29 19:55:32,1200
333436,day,tuesday,2019-01-29 17:43:04,954
333406,day,tuesday,2019-01-29 16:54:00,245
333034,evening,monday,2019-01-28 18:07:02,435
332969,day,monday,2019-01-28 15:41:00,481
332735,day,sunday,2019-01-27 16:56:25,443
332407,day,saturday,2019-01-26 15:50:18,521
332325,day,saturday,2019-01-26 12:48:00,586
332058,day,friday,2019-01-25 17:12:37,483
331953,day,friday,2019-01-25 13:52:00,442
331877,morning,friday,2019-01-25 10:38:00,667
331786,evening,thursday,2019-01-24 21:36:18,447
331549,day,thursday,2019-01-24 15:56:46,445
331510,day,thursday,2019-01-24 14:37:58,389
331294,evening,wednesday,2019-01-23 19:46:00,646
331233,evening,wednesday,2019-01-23 18:14:00,371
331100,day,wednesday,2019-01-23 16:45:26,406
331083,day,wednesday,2019-01-23 16:25:17,318
330748,evening,tuesday,2019-01-22 20:06:02,219
330705,evening,tuesday,2019-01-22 19:16:30,1288
330597,day,tuesday,2019-01-22 16:59:00,217
330585,day,tuesday,2019-01-22 16:45:00,452
330540,day,tuesday,2019-01-22 15:04:06,178
330286,evening,monday,2019-01-21 20:06:03,302
330115,day,monday,2019-01-21 16:04:24,648
330078,day,monday,2019-01-21 14:47:00,325
329699,evening,sunday,2019-01-20 18:26:14,839
329629,day,sunday,2019-01-20 16:53:39,910
329193,day,saturday,2019-01-19 17:18:00,498
329153,day,saturday,2019-01-19 16:09:00,407
329100,day,saturday,2019-01-19 13:56:00,420
328957,morning,saturday,2019-01-19 11:39:00,1545
328705,evening,friday,2019-01-18 19:28:11,2072
328663,evening,friday,2019-01-18 18:06:05,783
328560,day,friday,2019-01-18 12:46:14,627
328271,day,thursday,2019-01-17 16:44:34,333
328258,day,thursday,2019-01-17 16:12:43,457
328136,morning,thursday,2019-01-17 11:36:29,384
327966,evening,wednesday,2019-01-16 20:18:00,546
327911,day,wednesday,2019-01-16 17:19:37,447
327773,morning,wednesday,2019-01-16 11:49:00,904
327586,evening,tuesday,2019-01-15 18:32:04,901
327436,day,tuesday,2019-01-15 14:14:00,526
327292,morning,tuesday,2019-01-15 10:36:00,536
326998,day,monday,2019-01-14 15:31:00,789
326757,day,sunday,2019-01-13 17:13:00,954
326644,morning,sunday,2019-01-13 11:01:00,381
326400,evening,saturday,2019-01-12 18:16:00,973
326289,day,saturday,2019-01-12 15:48:00,429
326262,day,saturday,2019-01-12 13:42:00,295
325969,day,friday,2019-01-11 15:49:13,182
325891,day,friday,2019-01-11 13:19:32,503
325674,evening,thursday,2019-01-10 19:29:11,437
325647,evening,thursday,2019-01-10 18:24:45,572
325630,day,thursday,2019-01-10 17:38:04,347
325298,evening,wednesday,2019-01-09 18:22:55,562
325233,day,wednesday,2019-01-09 15:49:56,573
324898,evening,tuesday,2019-01-08 18:54:11,1504
324820,day,tuesday,2019-01-08 16:35:00,330
324763,day,tuesday,2019-01-08 14:58:40,895
324720,day,tuesday,2019-01-08 14:24:48,539
324685,day,tuesday,2019-01-08 12:52:08,250
324516,day,monday,2019-01-07 15:56:05,419
324347,evening,sunday,2019-01-06 19:06:00,1223
324280,day,sunday,2019-01-06 14:25:00,239
324245,morning,sunday,2019-01-06 11:26:08,311
324051,day,saturday,2019-01-05 14:30:31,473
324003,morning,saturday,2019-01-05 11:32:01,641
323577,day,friday,2019-01-04 15:13:50,892
323553,day,friday,2019-01-04 13:29:48,443
323526,morning,friday,2019-01-04 11:37:27,279
323315,day,thursday,2019-01-03 15:36:00,666
323273,day,thursday,2019-01-03 13:49:00,299
323239,day,thursday,2019-01-03 12:38:00,275
322941,day,wednesday,2019-01-02 17:22:30,577
322813,day,wednesday,2019-01-02 15:14:00,398
322616,morning,wednesday,2019-01-02 11:40:36,618
321934,day,tuesday,2019-01-01 14:20:00,871
321787,night,tuesday,2019-01-01 02:06:23,562
321666,evening,monday,2018-12-31 19:17:47,1296
321592,day,monday,2018-12-31 15:06:00,917
321411,evening,sunday,2018-12-30 19:04:12,637
321265,day,sunday,2018-12-30 16:06:11,912
321204,morning,sunday,2018-12-30 11:21:00,314
321067,evening,saturday,2018-12-29 19:17:26,1259
320971,day,saturday,2018-12-29 14:04:23,588
320962,day,saturday,2018-12-29 13:22:45,176
320954,day,saturday,2018-12-29 12:47:08,277
320771,evening,friday,2018-12-28 21:44:00,759
320752,evening,friday,2018-12-28 21:16:00,300
320743,evening,friday,2018-12-28 20:44:00,346
320516,evening,thursday,2018-12-27 18:08:56,690
320435,morning,thursday,2018-12-27 11:51:19,870
320430,morning,thursday,2018-12-27 11:38:17,248
320246,evening,wednesday,2018-12-26 19:36:00,669
320188,day,wednesday,2018-12-26 17:13:00,175
320096,day,wednesday,2018-12-26 14:23:00,340
320040,day,wednesday,2018-12-26 13:21:15,593
319882,evening,tuesday,2018-12-25 21:56:00,818
319832,evening,tuesday,2018-12-25 20:17:30,330
319770,day,tuesday,2018-12-25 16:56:36,355
319699,day,tuesday,2018-12-25 15:14:53,568
319647,morning,tuesday,2018-12-25 10:58:57,247
319327,day,monday,2018-12-24 17:05:15,272
319304,day,monday,2018-12-24 15:42:16,663
319242,day,monday,2018-12-24 12:28:01,251
318892,day,sunday,2018-12-23 17:57:53,2222
318852,day,sunday,2018-12-23 16:31:51,390
318812,day,sunday,2018-12-23 14:57:42,493
318788,day,sunday,2018-12-23 13:56:53,383
318551,evening,saturday,2018-12-22 18:57:00,981
318534,day,saturday,2018-12-22 17:59:26,246
318495,day,saturday,2018-12-22 16:41:16,879
318480,day,saturday,2018-12-22 15:37:00,263
318457,day,saturday,2018-12-22 14:40:53,394
318438,day,saturday,2018-12-22 13:53:13,775
318126,evening,friday,2018-12-21 18:03:32,341
318105,day,friday,2018-12-21 17:15:01,179
318078,day,friday,2018-12-21 16:25:00,316
318060,day,friday,2018-12-21 15:58:00,291
318010,day,friday,2018-12-21 13:55:50,284
317991,day,friday,2018-12-21 12:48:00,243
317865,evening,thursday,2018-12-20 20:05:09,222
317732,day,thursday,2018-12-20 17:58:00,487
317695,day,thursday,2018-12-20 17:11:00,253
317659,day,thursday,2018-12-20 16:44:00,798
317616,day,thursday,2018-12-20 14:27:55,498
317600,day,thursday,2018-12-20 14:07:06,668
317361,day,wednesday,2018-12-19 16:58:00,660
317111,evening,tuesday,2018-12-18 20:14:01,588
317090,evening,tuesday,2018-12-18 19:37:17,634
317078,evening,tuesday,2018-12-18 19:13:21,253
317066,evening,tuesday,2018-12-18 18:50:36,167
316969,day,tuesday,2018-12-18 15:07:37,450
316633,evening,monday,2018-12-17 18:23:44,1123
316611,day,monday,2018-12-17 17:14:23,323
316366,evening,sunday,2018-12-16 20:56:42,1892
316264,day,sunday,2018-12-16 14:59:53,531
315975,evening,saturday,2018-12-15 18:56:24,1837
315932,day,saturday,2018-12-15 16:51:04,680
315883,day,saturday,2018-12-15 14:32:17,440
315693,evening,friday,2018-12-14 19:54:05,696
315370,evening,thursday,2018-12-13 19:49:00,1439
315306,day,thursday,2018-12-13 17:26:00,372
315292,day,thursday,2018-12-13 16:52:00,279
315130,evening,wednesday,2018-12-12 22:08:06,594
314977,day,wednesday,2018-12-12 16:09:00,657
314884,day,wednesday,2018-12-12 13:44:00,493
314710,evening,tuesday,2018-12-11 21:56:05,608
314702,evening,tuesday,2018-12-11 21:32:51,324
314683,evening,tuesday,2018-12-11 20:52:51,578
314624,evening,tuesday,2018-12-11 18:15:20,920
314588,day,tuesday,2018-12-11 17:05:33,156
314572,day,tuesday,2018-12-11 15:52:00,374
314242,evening,monday,2018-12-10 19:28:00,851
314166,day,monday,2018-12-10 16:23:15,317
314137,day,monday,2018-12-10 15:29:00,483
313662,evening,saturday,2018-12-08 18:54:17,436
313637,evening,saturday,2018-12-08 18:10:37,517
313353,day,friday,2018-12-07 16:29:08,415
313302,day,friday,2018-12-07 15:41:17,701
313176,morning,friday,2018-12-07 10:42:00,354
312833,morning,thursday,2018-12-06 10:59:42,439
312619,evening,wednesday,2018-12-05 19:33:21,927
312554,day,wednesday,2018-12-05 17:44:00,272
312441,day,wednesday,2018-12-05 14:42:00,922
312410,day,wednesday,2018-12-05 13:56:00,503
312191,evening,tuesday,2018-12-04 18:02:03,279
312087,day,tuesday,2018-12-04 14:56:09,326
312068,day,tuesday,2018-12-04 14:06:00,285
311935,evening,monday,2018-12-03 20:58:00,245
311844,day,monday,2018-12-03 17:51:36,201
311796,day,monday,2018-12-03 16:42:30,1157
311778,day,monday,2018-12-03 15:57:06,315
311530,evening,sunday,2018-12-02 18:05:38,364
311477,day,sunday,2018-12-02 16:18:00,712
311436,day,sunday,2018-12-02 14:48:00,666
311419,day,sunday,2018-12-02 13:20:01,237
311200,evening,saturday,2018-12-01 18:47:37,1077
311164,day,saturday,2018-12-01 17:32:08,1045
311143,day,saturday,2018-12-01 15:57:00,409
311118,day,saturday,2018-12-01 13:24:55,414
310945,day,friday,2018-11-30 16:06:03,380
310891,day,friday,2018-11-30 12:09:35,284
310616,day,thursday,2018-11-29 17:59:55,375
310584,day,thursday,2018-11-29 17:01:33,853
310571,day,thursday,2018-11-29 16:19:11,500
310525,day,thursday,2018-11-29 15:02:11,205
310473,day,thursday,2018-11-29 13:57:05,340
310259,evening,wednesday,2018-11-28 22:26:48,616
310233,evening,wednesday,2018-11-28 21:26:04,468
310149,day,wednesday,2018-11-28 17:50:00,314
310097,day,wednesday,2018-11-28 16:44:26,256
310088,day,wednesday,2018-11-28 16:02:03,282
309906,day,tuesday,2018-11-27 17:41:34,472
309885,day,tuesday,2018-11-27 16:27:00,193
309822,day,tuesday,2018-11-27 14:26:00,241
309806,day,tuesday,2018-11-27 13:51:00,320
309789,day,tuesday,2018-11-27 13:01:22,430
309613,evening,monday,2018-11-26 19:16:39,1067
309288,day,sunday,2018-11-25 13:49:20,933
309130,evening,saturday,2018-11-24 19:01:01,897
309120,evening,saturday,2018-11-24 18:26:48,447
309110,day,saturday,2018-11-24 17:14:16,381
308708,evening,thursday,2018-11-22 18:03:28,422
308687,day,thursday,2018-11-22 17:17:48,288
308680,day,thursday,2018-11-22 17:09:19,419
